sentiment,id,subject
neutral,573019559122341889,tejerina
neutral,573019559122341889,tejerina
negative,572829135023833089,spanish-government
negative,572829135023833089,spanish-government
negative,572829135023833089,spanish-government
neutral,574123707435782144,rajoy
neutral,574123707435782144,rajoy
neutral,574123707435782144,rajoy
negative,574496535528009728,rajoy
neutral,574496535528009728,rajoy
negative,574496535528009728,rajoy
neutral,573442239722049536,spanish-government
neutral,573442239722049536,spanish-government
positive,573442239722049536,spanish-government
neutral,572859871386710017,tejerina
neutral,572859871386710017,tejerina
neutral,572859871386710017,tejerina
neutral,573831170095382528,spanish-government
neutral,573831170095382528,spanish-government
neutral,573831170095382528,spanish-government
positive,572036011267661824,ume
positive,572036011267661824,ume
positive,572036011267661824,ume
neutral,572124715084582912,police
neutral,572124715084582912,police
neutral,572124715084582912,police
neutral,573455829405454336,aragonese-government
neutral,573455829405454336,aragonese-government
neutral,573455829405454336,aragonese-government
neutral,573549014832005120,rajoy
neutral,573549014832005120,rajoy
neutral,573549014832005120,rajoy
neutral,574119275369209856,rajoy
negative,574119275369209856,rajoy
neutral,574119275369209856,rajoy
neutral,572908456350359552,che
neutral,572908456350359552,che
neutral,572908456350359552,che
neutral,573087196506394624,police
neutral,573087196506394624,police
neutral,573087196506394624,police
neutral,572177198716723200,civil-guard
neutral,572177198716723200,civil-guard
neutral,572177198716723200,civil-guard
negative,573296785260728321,rajoy
negative,573296785260728321,rajoy
negative,573296785260728321,rajoy
neutral,572424745536376832,tejerina
neutral,572424745536376832,tejerina
neutral,572424745536376832,tejerina
negative,571224550865817600,spanish-government
neutral,571224550865817600,spanish-government
negative,571224550865817600,spanish-government
neutral,573086051704672258,spanish-government
neutral,573086051704672258,spanish-government
neutral,573086051704672258,spanish-government
neutral,572350150355468289,che
neutral,572350150355468289,che
neutral,572350150355468289,che
negative,574372218781761536,rajoy
negative,574372218781761536,rajoy
neutral,574372218781761536,rajoy
negative,571622388292571136,spanish-government
neutral,571622388292571136,spanish-government
neutral,571622388292571136,spanish-government
neutral,573830784647364609,rajoy
neutral,573830784647364609,rajoy
neutral,573830784647364609,rajoy
neutral,573828546176614400,rajoy
neutral,573828546176614400,rajoy
neutral,573828546176614400,rajoy
neutral,572020911659978752,che
neutral,572020911659978752,che
neutral,572020911659978752,che
neutral,571386613005217792,ume
neutral,571386613005217792,ume
neutral,571386613005217792,ume
neutral,573939983008075776,rajoy
negative,573939983008075776,rajoy
negative,573939983008075776,rajoy
neutral,573746334601060352,spanish-government
neutral,573746334601060352,spanish-government
neutral,573746334601060352,spanish-government
neutral,572745172586512384,rajoy
neutral,572745172586512384,rajoy
neutral,572745172586512384,rajoy
neutral,574017802685841408,tejerina
neutral,574017802685841408,tejerina
neutral,574017802685841408,tejerina
neutral,573113471962910720,spanish-government
neutral,573113471962910720,spanish-government
negative,573113471962910720,spanish-government
neutral,572759611800993794,tejerina
neutral,572759611800993794,tejerina
neutral,572759611800993794,tejerina
negative,572458679854866432,rajoy
neutral,572458679854866432,rajoy
negative,572458679854866432,rajoy
negative,573226474901270528,rajoy
neutral,573226474901270528,rajoy
negative,573226474901270528,rajoy
neutral,572866032244666371,spanish-government
negative,572866032244666371,spanish-government
negative,572866032244666371,spanish-government
negative,572870519856316417,rajoy
negative,572870519856316417,rajoy
negative,572870519856316417,rajoy
neutral,572877893736407040,ume
neutral,572877893736407040,ume
neutral,572877893736407040,ume
neutral,573823331490775041,rajoy
negative,573823331490775041,rajoy
neutral,573823331490775041,rajoy
neutral,574130786086977536,rajoy
neutral,574130786086977536,rajoy
neutral,574130786086977536,rajoy
neutral,571693662486196224,che
neutral,571693662486196224,che
neutral,571693662486196224,che
negative,571751960711458816,che
neutral,571751960711458816,che
negative,571751960711458816,che
neutral,573440198421323776,che
neutral,573440198421323776,che
neutral,573440198421323776,che
neutral,571990757315383296,che
negative,571990757315383296,che
negative,571990757315383296,che
neutral,572312066373111808,che
neutral,572312066373111808,che
negative,572312066373111808,che
neutral,573838019859378176,rajoy
neutral,573838019859378176,rajoy
neutral,573838019859378176,rajoy
neutral,573848104891510784,rajoy
neutral,573848104891510784,rajoy
neutral,573848104891510784,rajoy
neutral,574151412646608896,rajoy
neutral,574151412646608896,rajoy
neutral,574151412646608896,rajoy
negative,572752358091988992,rajoy
negative,572752358091988992,rajoy
negative,572752358091988992,rajoy
neutral,573722589605928960,rajoy
neutral,573722589605928960,rajoy
neutral,573722589605928960,rajoy
neutral,573470181940445184,tejerina
neutral,573470181940445184,tejerina
neutral,573470181940445184,tejerina
negative,572752766810001408,rajoy
neutral,572752766810001408,rajoy
neutral,572752766810001408,rajoy
neutral,573568708662194178,rajoy
negative,573568708662194178,rajoy
negative,573568708662194178,rajoy
negative,573408231114067968,che
neutral,573408231114067968,che
negative,573408231114067968,che
neutral,573592787922321409,rajoy
neutral,573592787922321409,rajoy
neutral,573592787922321409,rajoy
positive,572019653066797057,aragonese-government
neutral,572019653066797057,aragonese-government
neutral,572019653066797057,aragonese-government
neutral,572162798165336065,che
neutral,572162798165336065,che
negative,572162798165336065,che
neutral,570956106064748544,spanish-government
neutral,570956106064748544,spanish-government
neutral,570956106064748544,spanish-government
neutral,573925007727988737,rajoy
neutral,573925007727988737,rajoy
neutral,573925007727988737,rajoy
neutral,574369133984354304,rajoy
negative,574369133984354304,rajoy
negative,574369133984354304,rajoy
neutral,572389068773978112,spanish-government
neutral,572389068773978112,spanish-government
neutral,572389068773978112,spanish-government
negative,572449154665996288,rudi
neutral,572449154665996288,rudi
neutral,572449154665996288,rudi
neutral,572019399198183424,police
neutral,572019399198183424,police
neutral,572019399198183424,police
neutral,572402593013604352,red-cross
positive,572402593013604352,red-cross
positive,572402593013604352,red-cross
positive,571741687011287040,ume
positive,571741687011287040,ume
positive,571741687011287040,ume
neutral,572028574665990144,spanish-government
neutral,572028574665990144,spanish-government
neutral,572028574665990144,spanish-government
neutral,571960205984067584,red-cross
neutral,571960205984067584,red-cross
positive,571960205984067584,red-cross
negative,572136325685624832,rajoy
negative,572136325685624832,rajoy
negative,572136325685624832,rajoy
neutral,570928532211298304,ume
neutral,570928532211298304,ume
neutral,570928532211298304,ume
neutral,572012777407184896,civil-protection
neutral,572012777407184896,civil-protection
neutral,572012777407184896,civil-protection
neutral,573835675176427521,rajoy
neutral,573835675176427521,rajoy
negative,573835675176427521,rajoy
neutral,572114522049257472,che
negative,572114522049257472,che
negative,572114522049257472,che
neutral,574113702468804608,rajoy
negative,574113702468804608,rajoy
negative,574113702468804608,rajoy
neutral,572324140432162816,civil-protection
neutral,572324140432162816,civil-protection
neutral,572324140432162816,civil-protection
neutral,572366671454871552,aragonese-government
neutral,572366671454871552,aragonese-government
neutral,572366671454871552,aragonese-government
neutral,571787088535916544,spanish-government
neutral,571787088535916544,spanish-government
neutral,571787088535916544,spanish-government
neutral,572844760840454144,rajoy
negative,572844760840454144,rajoy
neutral,572844760840454144,rajoy
negative,572882608910020608,rajoy
neutral,572882608910020608,rajoy
negative,572882608910020608,rajoy
neutral,572588465742876672,spanish-government
neutral,572588465742876672,spanish-government
neutral,572588465742876672,spanish-government
neutral,572019399198183424,firemen
neutral,572019399198183424,firemen
neutral,572019399198183424,firemen
neutral,573961305448706048,rajoy
negative,573961305448706048,rajoy
negative,573961305448706048,rajoy
neutral,574865216359526400,rajoy
neutral,574865216359526400,rajoy
neutral,574865216359526400,rajoy
neutral,572276484745928704,spanish-government
neutral,572276484745928704,spanish-government
neutral,572276484745928704,spanish-government
neutral,573074498078961664,tejerina
neutral,573074498078961664,tejerina
neutral,573074498078961664,tejerina
neutral,572687739339988992,tejerina
neutral,572687739339988992,tejerina
neutral,572687739339988992,tejerina
neutral,571765376641572864,aragonese-government
negative,571765376641572864,aragonese-government
negative,571765376641572864,aragonese-government
neutral,573865563774152704,rudi
negative,573865563774152704,rudi
negative,573865563774152704,rudi
neutral,572682039800950784,tejerina
neutral,572682039800950784,tejerina
neutral,572682039800950784,tejerina
neutral,570978660771094529,che
neutral,570978660771094529,che
neutral,570978660771094529,che
neutral,571202971662467072,che
neutral,571202971662467072,che
neutral,571202971662467072,che
neutral,572544891668062208,che
negative,572544891668062208,che
neutral,572544891668062208,che
neutral,573804242328252416,tejerina
neutral,573804242328252416,tejerina
neutral,573804242328252416,tejerina
neutral,572024546183786497,che
neutral,572024546183786497,che
neutral,572024546183786497,che
neutral,571647099386929152,aragonese-government
neutral,571647099386929152,aragonese-government
neutral,571647099386929152,aragonese-government
neutral,573783823722356739,rajoy
neutral,573783823722356739,rajoy
neutral,573783823722356739,rajoy
neutral,572056811471314944,che
neutral,572056811471314944,che
neutral,572056811471314944,che
neutral,573105382274555904,rajoy
neutral,573105382274555904,rajoy
neutral,573105382274555904,rajoy
neutral,572384411720818688,civil-protection
neutral,572384411720818688,civil-protection
neutral,572384411720818688,civil-protection
neutral,573743285027479552,rajoy
neutral,573743285027479552,rajoy
neutral,573743285027479552,rajoy
neutral,571720288729079808,che
neutral,571720288729079808,che
neutral,571720288729079808,che
neutral,571378478404243456,ume
negative,571378478404243456,ume
neutral,571378478404243456,ume
neutral,573036853714006017,che
neutral,573036853714006017,che
neutral,573036853714006017,che
negative,572845075430047745,rajoy
negative,572845075430047745,rajoy
negative,572845075430047745,rajoy
neutral,573699069903687682,spanish-government
neutral,573699069903687682,spanish-government
neutral,573699069903687682,spanish-government
neutral,573476749230628864,aragonese-government
neutral,573476749230628864,aragonese-government
neutral,573476749230628864,aragonese-government
neutral,572041953124200448,che
neutral,572041953124200448,che
neutral,572041953124200448,che
neutral,573414953295597568,spanish-government
negative,573414953295597568,spanish-government
neutral,573414953295597568,spanish-government
negative,572492845942222850,rudi
negative,572492845942222850,rudi
negative,572492845942222850,rudi
neutral,573247911074643968,rajoy
neutral,573247911074643968,rajoy
neutral,573247911074643968,rajoy
neutral,572669973086261248,tejerina
neutral,572669973086261248,tejerina
neutral,572669973086261248,tejerina
neutral,571589805026512896,police
neutral,571589805026512896,police
negative,571589805026512896,police
neutral,572853758234738688,ume
neutral,572853758234738688,ume
neutral,572853758234738688,ume
neutral,572375451202560001,che
neutral,572375451202560001,che
neutral,572375451202560001,che
neutral,572175460785889282,civil-protection
neutral,572175460785889282,civil-protection
neutral,572175460785889282,civil-protection
neutral,572661950305452033,che
negative,572661950305452033,che
negative,572661950305452033,che
positive,572089721066823680,ume
positive,572089721066823680,ume
positive,572089721066823680,ume
neutral,573022026614616064,rajoy
neutral,573022026614616064,rajoy
neutral,573022026614616064,rajoy
neutral,574186022797471744,rajoy
negative,574186022797471744,rajoy
negative,574186022797471744,rajoy
neutral,571980803506376704,che
neutral,571980803506376704,che
neutral,571980803506376704,che
negative,574606814500777984,spanish-government
negative,574606814500777984,spanish-government
negative,574606814500777984,spanish-government
neutral,573816774774382593,rajoy
neutral,573816774774382593,rajoy
neutral,573816774774382593,rajoy
neutral,573875894361677824,rajoy
neutral,573875894361677824,rajoy
neutral,573875894361677824,rajoy
neutral,572509321596178432,tejerina
neutral,572509321596178432,tejerina
neutral,572509321596178432,tejerina
negative,573497244323835906,rajoy
negative,573497244323835906,rajoy
negative,573497244323835906,rajoy
neutral,573698762125660160,spanish-government
neutral,573698762125660160,spanish-government
neutral,573698762125660160,spanish-government
positive,572145855412740096,ume
neutral,572145855412740096,ume
positive,572145855412740096,ume
neutral,572452290105368576,aragonese-government
negative,572452290105368576,aragonese-government
negative,572452290105368576,aragonese-government
neutral,572901138418302977,che
neutral,572901138418302977,che
neutral,572901138418302977,che
negative,571406778002501633,ume
neutral,571406778002501633,ume
neutral,571406778002501633,ume
neutral,573439402560618498,rajoy
neutral,573439402560618498,rajoy
neutral,573439402560618498,rajoy
negative,573124556786950145,rajoy
negative,573124556786950145,rajoy
neutral,573124556786950145,rajoy
neutral,572822948404465664,police
neutral,572822948404465664,police
neutral,572822948404465664,police
negative,572778421463470080,rajoy
negative,572778421463470080,rajoy
negative,572778421463470080,rajoy
positive,572828722119770112,rajoy
neutral,572828722119770112,rajoy
neutral,572828722119770112,rajoy
neutral,572860887276507136,rajoy
negative,572860887276507136,rajoy
negative,572860887276507136,rajoy
neutral,572860887276507136,rajoy
negative,572055257011896320,spanish-government
neutral,572055257011896320,spanish-government
negative,572055257011896320,spanish-government
neutral,573034900749721600,rajoy
neutral,573034900749721600,rajoy
neutral,573034900749721600,rajoy
neutral,571752977263947776,spanish-government
neutral,571752977263947776,spanish-government
neutral,571752977263947776,spanish-government
neutral,572832958853332993,rajoy
neutral,572832958853332993,rajoy
negative,572832958853332993,rajoy
neutral,573072654653132800,rajoy
neutral,573072654653132800,rajoy
negative,573072654653132800,rajoy
neutral,571183709497507841,che
neutral,571183709497507841,che
neutral,571183709497507841,che
neutral,572340650416480256,spanish-government
neutral,572340650416480256,spanish-government
neutral,572340650416480256,spanish-government
neutral,570926194067177473,che
neutral,570926194067177473,che
neutral,570926194067177473,che
neutral,572465691401572353,aragonese-government
neutral,572465691401572353,aragonese-government
neutral,572465691401572353,aragonese-government
neutral,572312978361610241,spanish-government
neutral,572312978361610241,spanish-government
neutral,572312978361610241,spanish-government
neutral,573301574967169026,firemen
neutral,573301574967169026,firemen
neutral,573301574967169026,firemen
neutral,573301574967169026,firemen
neutral,573743807411404800,che
neutral,573743807411404800,che
neutral,573743807411404800,che
neutral,571305412613554176,firemen
neutral,571305412613554176,firemen
neutral,571305412613554176,firemen
neutral,572395694658588674,civil-protection
neutral,572395694658588674,civil-protection
neutral,572395694658588674,civil-protection
neutral,573856888351252481,rajoy
neutral,573856888351252481,rajoy
neutral,573856888351252481,rajoy
neutral,573801757165416448,rajoy
neutral,573801757165416448,rajoy
neutral,573801757165416448,rajoy
negative,573072624525443072,spanish-government
neutral,573072624525443072,spanish-government
neutral,573072624525443072,spanish-government
neutral,571254633760464897,aragonese-government
neutral,571254633760464897,aragonese-government
neutral,571254633760464897,aragonese-government
neutral,572886354931159041,rajoy
neutral,572886354931159041,rajoy
neutral,572886354931159041,rajoy
negative,572331066586992640,che
negative,572331066586992640,che
negative,572331066586992640,che
neutral,570955267006971904,ume
neutral,570955267006971904,ume
neutral,570955267006971904,ume
neutral,574844633936588800,spanish-government
neutral,574844633936588800,spanish-government
neutral,574844633936588800,spanish-government
neutral,572397808323592192,aragonese-government
neutral,572397808323592192,aragonese-government
positive,572397808323592192,aragonese-government
neutral,572147736344199168,che
neutral,572147736344199168,che
neutral,572147736344199168,che
neutral,573795052104892416,che
neutral,573795052104892416,che
neutral,573795052104892416,che
neutral,573878135793586176,spanish-government
negative,573878135793586176,spanish-government
neutral,573878135793586176,spanish-government
negative,573531097151201280,rajoy
negative,573531097151201280,rajoy
negative,573531097151201280,rajoy
neutral,572462164721709056,aragonese-government
neutral,572462164721709056,aragonese-government
neutral,572462164721709056,aragonese-government
neutral,571991100321341440,red-cross
positive,571991100321341440,red-cross
positive,571991100321341440,red-cross
neutral,571990815964311552,che
positive,571990815964311552,che
positive,571990815964311552,che
neutral,573874953172418560,rajoy
neutral,573874953172418560,rajoy
neutral,573874953172418560,rajoy
neutral,573210565549686786,tejerina
neutral,573210565549686786,tejerina
neutral,573210565549686786,tejerina
neutral,573575606895558656,che
neutral,573575606895558656,che
negative,573575606895558656,che
neutral,573824167335837697,rajoy
negative,573824167335837697,rajoy
neutral,573824167335837697,rajoy
negative,573017639041282048,rajoy
neutral,573017639041282048,rajoy
neutral,573017639041282048,rajoy
neutral,571151613202718721,che
negative,571151613202718721,che
negative,571151613202718721,che
neutral,571764713371148292,red-cross
neutral,571764713371148292,red-cross
neutral,571764713371148292,red-cross
neutral,572733694668111872,ume
neutral,572733694668111872,ume
neutral,572733694668111872,ume
neutral,573126288002699265,rajoy
neutral,573126288002699265,rajoy
neutral,573126288002699265,rajoy
neutral,573841512053735424,rajoy
negative,573841512053735424,rajoy
negative,573841512053735424,rajoy
neutral,570918518293729280,civil-protection
neutral,570918518293729280,civil-protection
neutral,570918518293729280,civil-protection
negative,571683558181355521,spanish-government
neutral,571683558181355521,spanish-government
neutral,571683558181355521,spanish-government
neutral,571038904956149760,ume
neutral,571038904956149760,ume
neutral,571038904956149760,ume
neutral,572116118409637889,spanish-government
neutral,572116118409637889,spanish-government
neutral,572116118409637889,spanish-government
neutral,572733369517252608,tejerina
neutral,572733369517252608,tejerina
neutral,572733369517252608,tejerina
neutral,572687836333285378,tejerina
negative,572687836333285378,tejerina
neutral,572687836333285378,tejerina
neutral,573072624525443072,tejerina
neutral,573072624525443072,tejerina
negative,573072624525443072,tejerina
neutral,571954036968165377,che
neutral,571954036968165377,che
neutral,571954036968165377,che
neutral,572478993938702336,red-cross
neutral,572478993938702336,red-cross
neutral,572478993938702336,red-cross
neutral,571676931734831104,rudi
negative,571676931734831104,rudi
negative,571676931734831104,rudi
negative,572012076861935616,ume
neutral,572012076861935616,ume
neutral,572012076861935616,ume
neutral,572120825937178626,red-cross
positive,572120825937178626,red-cross
positive,572120825937178626,red-cross
neutral,570928532211298304,aragonese-government
neutral,570928532211298304,aragonese-government
neutral,570928532211298304,aragonese-government
negative,571445560152084480,rudi
neutral,571445560152084480,rudi
negative,571445560152084480,rudi
neutral,571616024270921729,spanish-government
neutral,571616024270921729,spanish-government
negative,571616024270921729,spanish-government
neutral,573906489699667968,rudi
neutral,573906489699667968,rudi
neutral,573906489699667968,rudi
positive,572755101531672578,rajoy
positive,572755101531672578,rajoy
neutral,572755101531672578,rajoy
neutral,571032273505660928,police
neutral,571032273505660928,police
neutral,571032273505660928,police
negative,573867397091880960,rajoy
neutral,573867397091880960,rajoy
negative,573867397091880960,rajoy
negative,573846464411144192,rajoy
neutral,573846464411144192,rajoy
neutral,573846464411144192,rajoy
neutral,571787534721798145,che
neutral,571787534721798145,che
neutral,571787534721798145,che
neutral,573407260979929088,police
neutral,573407260979929088,police
positive,573407260979929088,police
neutral,573804242328252416,spanish-government
neutral,573804242328252416,spanish-government
neutral,573804242328252416,spanish-government
negative,573848033223438336,rajoy
neutral,573848033223438336,rajoy
negative,573848033223438336,rajoy
neutral,572868425925599232,rajoy
negative,572868425925599232,rajoy
negative,572868425925599232,rajoy
neutral,573841119517261825,rajoy
neutral,573841119517261825,rajoy
neutral,573841119517261825,rajoy
neutral,572037272268349440,rajoy
neutral,572037272268349440,rajoy
neutral,572037272268349440,rajoy
neutral,571276596042190848,spanish-government
neutral,571276596042190848,spanish-government
neutral,571276596042190848,spanish-government
negative,572875233280974851,rajoy
neutral,572875233280974851,rajoy
negative,572875233280974851,rajoy
negative,572897685616922624,spanish-government
negative,572897685616922624,spanish-government
neutral,572897685616922624,spanish-government
neutral,573824212718194689,rajoy
neutral,573824212718194689,rajoy
neutral,573824212718194689,rajoy
neutral,574202939251822593,rajoy
neutral,574202939251822593,rajoy
neutral,574202939251822593,rajoy
neutral,572804294950461441,red-cross
neutral,572804294950461441,red-cross
neutral,572804294950461441,red-cross
neutral,571587515087499264,police
neutral,571587515087499264,police
neutral,571587515087499264,police
neutral,572368094355714048,tejerina
neutral,572368094355714048,tejerina
neutral,572368094355714048,tejerina
neutral,573837349186105344,spanish-government
neutral,573837349186105344,spanish-government
neutral,573837349186105344,spanish-government
neutral,573887808328196097,rajoy
negative,573887808328196097,rajoy
neutral,573887808328196097,rajoy
negative,573561508396933120,che
negative,573561508396933120,che
negative,573561508396933120,che
neutral,573218522261811200,che
neutral,573218522261811200,che
neutral,573218522261811200,che
positive,573018034362822656,rajoy
neutral,573018034362822656,rajoy
neutral,573018034362822656,rajoy
neutral,572005142968573952,spanish-government
neutral,572005142968573952,spanish-government
negative,572005142968573952,spanish-government
neutral,572535042444042241,spanish-government
negative,572535042444042241,spanish-government
neutral,572535042444042241,spanish-government
neutral,573033830870855680,spanish-government
neutral,573033830870855680,spanish-government
neutral,573033830870855680,spanish-government
neutral,574298052917346305,rajoy
neutral,574298052917346305,rajoy
neutral,574298052917346305,rajoy
neutral,573091243988787200,spanish-government
neutral,573091243988787200,spanish-government
neutral,573091243988787200,spanish-government
neutral,571566406841573376,che
neutral,571566406841573376,che
neutral,571566406841573376,che
negative,572858550688464897,rajoy
negative,572858550688464897,rajoy
negative,572858550688464897,rajoy
neutral,573141631655927810,rajoy
neutral,573141631655927810,rajoy
negative,573141631655927810,rajoy
neutral,571700852135624704,che
neutral,571700852135624704,che
neutral,571700852135624704,che
neutral,572407656872329217,tejerina
neutral,572407656872329217,tejerina
neutral,572407656872329217,tejerina
positive,571991100321341440,ume
neutral,571991100321341440,ume
positive,571991100321341440,ume
neutral,572830245553905664,spanish-government
neutral,572830245553905664,spanish-government
neutral,572830245553905664,spanish-government
neutral,572859466758033409,rajoy
neutral,572859466758033409,rajoy
neutral,572859466758033409,rajoy
neutral,572386143318249473,rudi
neutral,572386143318249473,rudi
neutral,572386143318249473,rudi
negative,573107541724561408,rajoy
negative,573107541724561408,rajoy
negative,573107541724561408,rajoy
neutral,572227387804549122,rudi
negative,572227387804549122,rudi
neutral,572227387804549122,rudi
neutral,574294812372910080,spanish-government
negative,574294812372910080,spanish-government
negative,574294812372910080,spanish-government
negative,572710415232323584,spanish-government
negative,572710415232323584,spanish-government
neutral,572710415232323584,spanish-government
neutral,573050249666809856,rajoy
neutral,573050249666809856,rajoy
positive,573050249666809856,rajoy
negative,574103017542283265,spanish-government
neutral,574103017542283265,spanish-government
neutral,574103017542283265,spanish-government
neutral,573848104891510784,spanish-government
neutral,573848104891510784,spanish-government
neutral,573848104891510784,spanish-government
neutral,573057913993990144,tejerina
neutral,573057913993990144,tejerina
neutral,573057913993990144,tejerina
neutral,572108176990048256,spanish-government
positive,572108176990048256,spanish-government
neutral,572108176990048256,spanish-government
positive,572375106997116928,aragonese-government
neutral,572375106997116928,aragonese-government
positive,572375106997116928,aragonese-government
neutral,572762932087562240,rajoy
neutral,572762932087562240,rajoy
neutral,572762932087562240,rajoy
positive,571673947466571777,che
positive,571673947466571777,che
positive,571673947466571777,che
neutral,573633525318033409,tejerina
neutral,573633525318033409,tejerina
neutral,573633525318033409,tejerina
neutral,571658647635398656,rajoy
neutral,571658647635398656,rajoy
neutral,571658647635398656,rajoy
negative,571765376641572864,rudi
neutral,571765376641572864,rudi
neutral,571765376641572864,rudi
negative,574293739826507778,spanish-government
neutral,574293739826507778,spanish-government
neutral,574293739826507778,spanish-government
neutral,573771467571208192,rajoy
neutral,573771467571208192,rajoy
neutral,573771467571208192,rajoy
negative,573851194898182144,rajoy
negative,573851194898182144,rajoy
negative,573851194898182144,rajoy
neutral,572050408039976962,ume
neutral,572050408039976962,ume
negative,572050408039976962,ume
neutral,573821387997102080,rajoy
neutral,573821387997102080,rajoy
neutral,573821387997102080,rajoy
neutral,572462164721709056,spanish-government
negative,572462164721709056,spanish-government
neutral,572462164721709056,spanish-government
neutral,571780814461132800,che
neutral,571780814461132800,che
neutral,571780814461132800,che
neutral,571395095523680257,che
negative,571395095523680257,che
negative,571395095523680257,che
neutral,573061865686867968,che
neutral,573061865686867968,che
neutral,573061865686867968,che
neutral,572104294025052160,spanish-government
neutral,572104294025052160,spanish-government
neutral,572104294025052160,spanish-government
neutral,571678207684026368,rudi
negative,571678207684026368,rudi
neutral,571678207684026368,rudi
negative,572773575410782208,spanish-government
negative,572773575410782208,spanish-government
neutral,572773575410782208,spanish-government
negative,572064571478962177,che
neutral,572064571478962177,che
neutral,572064571478962177,che
negative,570946641659887616,rudi
neutral,570946641659887616,rudi
negative,570946641659887616,rudi
negative,573081159996989440,spanish-government
negative,573081159996989440,spanish-government
negative,573081159996989440,spanish-government
neutral,571633224075501568,ume
neutral,571633224075501568,ume
neutral,571633224075501568,ume
neutral,573809050787381248,aragonese-government
neutral,573809050787381248,aragonese-government
negative,573809050787381248,aragonese-government
negative,573024116493705216,rajoy
neutral,573024116493705216,rajoy
negative,573024116493705216,rajoy
positive,572378149834637312,civil-guard
positive,572378149834637312,civil-guard
positive,572378149834637312,civil-guard
neutral,572302364637577216,civil-protection
neutral,572302364637577216,civil-protection
neutral,572302364637577216,civil-protection
negative,572473688945270785,che
negative,572473688945270785,che
negative,572473688945270785,che
neutral,573852102188998656,rajoy
neutral,573852102188998656,rajoy
neutral,573852102188998656,rajoy
neutral,573480727481876481,aragonese-government
neutral,573480727481876481,aragonese-government
neutral,573480727481876481,aragonese-government
neutral,573884475177889792,rajoy
neutral,573884475177889792,rajoy
neutral,573884475177889792,rajoy
neutral,573109757646647296,rajoy
neutral,573109757646647296,rajoy
neutral,573109757646647296,rajoy
negative,572400163865698304,spanish-government
neutral,572400163865698304,spanish-government
neutral,572400163865698304,spanish-government
positive,573419839613747200,rajoy
neutral,573419839613747200,rajoy
negative,573419839613747200,rajoy
neutral,573419839613747200,rajoy
negative,572752424840105984,rajoy
neutral,572752424840105984,rajoy
negative,572752424840105984,rajoy
neutral,573593049806340096,firemen
neutral,573593049806340096,firemen
neutral,573593049806340096,firemen
neutral,574803172713193472,che
negative,574803172713193472,che
neutral,574803172713193472,che
neutral,573212150447128576,rudi
neutral,573212150447128576,rudi
neutral,573212150447128576,rudi
negative,572735284728766464,rajoy
neutral,572735284728766464,rajoy
negative,572735284728766464,rajoy
neutral,570957706334482432,red-cross
neutral,570957706334482432,red-cross
neutral,570957706334482432,red-cross
neutral,571813889949761536,rudi
neutral,571813889949761536,rudi
neutral,571813889949761536,rudi
neutral,572031248438325248,rajoy
positive,572031248438325248,rajoy
negative,572031248438325248,rajoy
negative,573233463874195456,che
negative,573233463874195456,che
negative,573233463874195456,che
negative,572347959721000962,che
neutral,572347959721000962,che
neutral,572347959721000962,che
neutral,573888085148188672,rajoy
neutral,573888085148188672,rajoy
